District,Latitude,Longitude,Address,ConvertedAddress,FormattedAddress
文京区,35.71994668,139.73312276,東京都文京区大塚2丁目20,"〒112-0012,+Tokyo,+Bunkyo+City,+Otsuka,+2-chōme−20","2-chōme-20+Otsuka,+Bunkyo+City,+Tokyo+112-0012"
文京区,35.71407776,139.72765679,東京都文京区関口3丁目10,"〒112-0014,+Tokyo,+Bunkyo+City,+Sekiguchi,+3-chōme−10","3-chōme-10+Sekiguchi,+Bunkyo+City,+Tokyo+112-0014"
文京区,35.70296283,139.74601679,東京都文京区後楽1丁目10,"〒112-0004,+Tokyo,+Bunkyo+City,+Koraku,+1-chōme−10","1-chōme-10+Koraku,+Bunkyo+City,+Tokyo+112-0004"
文京区,35.71426404,139.73478118,東京都文京区小日向2丁目6-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−2","2-chōme-6-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71425573,139.73547557,東京都文京区小日向2丁目6-11,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−11","2-chōme-6-11+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7144668,139.7351978,東京都文京区小日向2丁目6-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−8","2-chōme-6-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71086998,139.73488409,東京都文京区小日向2丁目16-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−16−6","2-chōme-16-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71062833,139.73452302,東京都文京区小日向2丁目16-15,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−16−15","2-chōme-16-15+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71448623,139.7347395,東京都文京区小日向2丁目6-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−4","2-chōme-6-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71421128,139.73555333,東京都文京区小日向2丁目6-13,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−13","2-chōme-6-13+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71413906,139.73499228,東京都文京区小日向2丁目6-10,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−10","2-chōme-6-10+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71413352,139.73539224,東京都文京区小日向2丁目6-14,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−14","2-chōme-6-14+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71386966,139.73544781,東京都文京区小日向2丁目6-16,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−16","2-chōme-6-16+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71400295,139.7346562,東京都文京区小日向2丁目6-20,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−20","2-chōme-6-20+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71447235,139.7350867,東京都文京区小日向2丁目6-7,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−7","2-chōme-6-7+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71396685,139.7349534,東京都文京区小日向2丁目6-19,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−19","2-chōme-6-19+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71401406,139.73448955,東京都文京区小日向2丁目6-21,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−21","2-chōme-6-21+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71099498,139.73526183,東京都文京区小日向2丁目16-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−16−4","2-chōme-16-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71394187,139.73545613,東京都文京区小日向2丁目6-15,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−15","2-chōme-6-15+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71393909,139.73524782,東京都文京区小日向2丁目6-17,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−17","2-chōme-6-17+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71365297,139.73380629,東京都文京区小日向2丁目9-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−2","2-chōme-9-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71437513,139.73477562,東京都文京区小日向2丁目6-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−3","2-chōme-6-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71395019,139.73504506,東京都文京区小日向2丁目6-18,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−18","2-chōme-6-18+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71349742,139.73358409,東京都文京区小日向2丁目9-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−4","2-chōme-9-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71410016,139.73463954,東京都文京区小日向2丁目6-1,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−6−1","2-chōme-6-1+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71370574,139.73356741,東京都文京区小日向2丁目9-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−3","2-chōme-9-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71383073,139.73384517,東京都文京区小日向2丁目9-23,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−23","2-chōme-9-23+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71385851,139.73398404,東京都文京区小日向2丁目9-22,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−22","2-chōme-9-22+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71393072,139.73386461,東京都文京区小日向2丁目9-21,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−21","2-chōme-9-21+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71412514,139.73378961,東京都文京区小日向2丁目9-20,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−20","2-chōme-9-20+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71414179,139.73343408,東京都文京区小日向2丁目9-15,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−15","2-chōme-9-15+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71191706,139.73416466,東京都文京区小日向2丁目11-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−4","2-chōme-11-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71379461,139.73330632,東京都文京区小日向2丁目9-10,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−10","2-chōme-9-10+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71393904,139.7337035,東京都文京区小日向2丁目9-11,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−11","2-chōme-9-11+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71365575,139.73393405,東京都文京区小日向2丁目9-24,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−24","2-chōme-9-24+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71355019,139.73338967,東京都文京区小日向2丁目9-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−9−8","2-chōme-9-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71193372,139.73378692,東京都文京区小日向2丁目11-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−8","2-chōme-11-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71193651,139.73429242,東京都文京区小日向2丁目11-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−3","2-chōme-11-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7121337,139.73386468,東京都文京区小日向2丁目11-12,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−12","2-chōme-11-12+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71186706,139.73377303,東京都文京区小日向2丁目11-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−6","2-chōme-11-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71212814,139.7337258,東京都文京区小日向2丁目11-11,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−11","2-chōme-11-11+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71188095,139.73395912,東京都文京区小日向2丁目11-5,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−5","2-chōme-11-5+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71226702,139.73400077,東京都文京区小日向2丁目11-13,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−13","2-chōme-11-13+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7122087,139.73413966,東京都文京区小日向2丁目11-14,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−14","2-chōme-11-14+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71118383,139.73460077,東京都文京区小日向2丁目15-1,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−15−1","2-chōme-15-1+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71217815,139.73442296,東京都文京区小日向2丁目11-16,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−16","2-chōme-11-16+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71210038,139.73456462,東京都文京区小日向2丁目11-17,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−17","2-chōme-11-17+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71452788,139.73417011,東京都文京区小日向2丁目7-7,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−7","2-chōme-7-7+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71200595,139.73441741,東京都文京区小日向2丁目11-18,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−18","2-chōme-11-18+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71223925,139.73424242,東京都文京区小日向2丁目11-15,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−11−15","2-chōme-11-15+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7139835,139.73416735,東京都文京区小日向2丁目7-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−3","2-chōme-7-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71409182,139.73417569,東京都文京区小日向2丁目7-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−4","2-chōme-7-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71434457,139.73427844,東京都文京区小日向2丁目7-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−6","2-chōme-7-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71388632,139.73561723,東京都文京区小日向2丁目5-1,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−5−1","2-chōme-5-1+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71420848,139.7342479,東京都文京区小日向2丁目7-5,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−5","2-chōme-7-5+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71400572,139.73425345,東京都文京区小日向2丁目7-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−2","2-chōme-7-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71438347,139.73448676,東京都文京区小日向2丁目7-14,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−14","2-chōme-7-14+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71461677,139.73454229,東京都文京区小日向2丁目7-11,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−11","2-chōme-7-11+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7145862,139.73420066,東京都文京区小日向2丁目7-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−8","2-chōme-7-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71401961,139.73440344,東京都文京区小日向2丁目7-1,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−1","2-chōme-7-1+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71448067,139.73448953,東京都文京区小日向2丁目7-13,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−13","2-chōme-7-13+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71455845,139.73450619,東京都文京区小日向2丁目7-12,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−12","2-chōme-7-12+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71462509,139.7343562,東京都文京区小日向2丁目7-10,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−10","2-chōme-7-10+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7141446,139.73445899,東京都文京区小日向2丁目7-15,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−15","2-chōme-7-15+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71399187,139.73564223,東京都文京区小日向2丁目5-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−5−3","2-chōme-5-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71115607,139.73536736,東京都文京区小日向2丁目1-1,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−1","2-chōme-1-1+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7112005,139.73506462,東京都文京区小日向2丁目1-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−3","2-chōme-1-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71126717,139.73527015,東京都文京区小日向2丁目1-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−2","2-chōme-1-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71415852,139.73567833,東京都文京区小日向2丁目5-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−5−4","2-chōme-5-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71468897,139.73417566,東京都文京区小日向2丁目7-9,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−7−9","2-chōme-7-9+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71135604,139.73502016,東京都文京区小日向2丁目1-5,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−5","2-chōme-1-5+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71205596,139.73485348,東京都文京区小日向2丁目1-10,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−10","2-chōme-1-10+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71254479,139.73486458,東京都文京区小日向2丁目1-17,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−17","2-chōme-1-17+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71400854,139.735745,東京都文京区小日向2丁目5-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−5−6","2-chōme-5-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71153657,139.73492573,東京都文京区小日向2丁目1-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−6","2-chōme-1-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71252813,139.73498679,東京都文京区小日向2丁目1-18,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−18","2-chōme-1-18+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71181154,139.73513681,東京都文京区小日向2丁目1-7,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−7","2-chōme-1-7+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71264201,139.73512843,東京都文京区小日向2丁目1-19,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−19","2-chōme-1-19+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71183376,139.73486738,東京都文京区小日向2丁目1-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−8","2-chōme-1-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71265867,139.73471458,東京都文京区小日向2丁目1-16,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−16","2-chōme-1-16+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71250034,139.73469793,東京都文京区小日向2丁目1-13,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−13","2-chōme-1-13+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71241981,139.73489235,東京都文京区小日向2丁目1-12,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−12","2-chōme-1-12+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71262814,139.73591171,東京都文京区小日向2丁目1-24,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−24","2-chōme-1-24+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71255871,139.73585616,東京都文京区小日向2丁目1-25,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−25","2-chōme-1-25+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71119772,139.73497296,東京都文京区小日向2丁目1-4,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−4","2-chōme-1-4+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7124726,139.73580616,東京都文京区小日向2丁目1-26,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−26","2-chōme-1-26+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71254759,139.73572562,東京都文京区小日向2丁目1-23,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−23","2-chōme-1-23+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71388632,139.73572833,東京都文京区小日向2丁目5-7,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−5−7","2-chōme-5-7+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71227262,139.73575896,東京都文京区小日向2丁目1-27,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−27","2-chōme-1-27+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7119643,139.73508125,東京都文京区小日向2丁目1-9,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−9","2-chōme-1-9+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71382245,139.73586999,東京都文京区小日向2丁目4-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−4−2","2-chōme-4-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71179766,139.73550622,東京都文京区小日向2丁目1-32,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−32","2-chōme-1-32+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71251425,139.73540898,東京都文京区小日向2丁目1-22,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−22","2-chōme-1-22+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71293641,139.73485345,東京都文京区小日向2丁目2-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−2","2-chōme-2-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71177823,139.73572842,東京都文京区小日向2丁目1-31,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−31","2-chōme-1-31+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71283364,139.73458403,東京都文京区小日向2丁目2-5,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−5","2-chōme-2-5+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71333359,139.73487288,東京都文京区小日向2丁目2-7,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−7","2-chōme-2-7+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.713903,139.73586444,東京都文京区小日向2丁目4-5,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−4−5","2-chōme-4-5+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71134217,139.73556734,東京都文京区小日向2丁目1-34,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−34","2-chōme-1-34+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71319748,139.73452846,東京都文京区小日向2丁目2-8,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−8","2-chōme-2-8+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7139641,139.73589221,東京都文京区小日向2丁目4-3,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−4−3","2-chōme-4-3+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71300584,139.73464513,東京都文京区小日向2丁目2-6,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−6","2-chōme-2-6+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71159769,139.73577565,東京都文京区小日向2丁目1-33,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−33","2-chōme-1-33+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7137002,139.7342257,東京都文京区小日向2丁目2-12,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−12","2-chōme-2-12+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71357243,139.73423681,東京都文京区小日向2丁目2-11,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−11","2-chōme-2-11+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71357245,139.73493953,東京都文京区小日向2丁目2-20,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−20","2-chōme-2-20+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71200042,139.73544788,東京都文京区小日向2丁目1-29,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−1−29","2-chōme-1-29+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71242256,139.73428129,東京都文京区小日向2丁目10-2,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−10−2","2-chōme-10-2+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71350022,139.73432847,東京都文京区小日向2丁目2-10,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−10","2-chōme-2-10+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.7131669,139.73335356,東京都文京区小日向2丁目10-13,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−10−13","2-chōme-10-13+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
文京区,35.71365299,139.73442012,東京都文京区小日向2丁目2-16,"〒112-0006,+Tokyo,+Bunkyo+City,+Kohinata,+2-chōme−2−16","2-chōme-2-16+Kohinata,+Bunkyo+City,+Tokyo+112-0006"
